"id"	"origen"	"report"	"report_sha256"	"linea"	"linea_fin"	"mapa_id"	"afirmacion"	"tipo"	"dictamen"	"razon_sin_cifra"	"argumento"	"evidencia"	"estado_adopcion"	"vigencia"	"cambio_editorial"	"dictamen_mapa_previo"
"CONF-V1-L211-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"211"	"211"	""	"Un dato poco discutido: la confianza de los mexicanos en los estadounidenses subió del 20% al 36% entre 1990 y 2005 (WVS), mientras que la confianza en compatriotas viviendo en EE.UU. es significativamente mayor (51%)."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"adquisición pendiente"	"Retornados y diáspora exigen periodo, selección y referente de confianza propios. Estudios transnacionales no prueban los niveles o la situación homogénea de todos los retornados residentes."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L211-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"211"	"211"	""	"Los mexicanos confían más en sus connacionales en el extranjero que en extranjeros, sugiriendo que la identidad nacional funciona como señal de confianza incluso a distancia."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"adquisición pendiente"	"Retornados y diáspora exigen periodo, selección y referente de confianza propios. Estudios transnacionales no prueban los niveles o la situación homogénea de todos los retornados residentes."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L219-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"219"	"219"	""	"México no es el país latinoamericano con menor confianza."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"no comparabilidad"	"Comparadores de país mezclan olas, escalas e índices; no se verifican orden ni cifras históricas con México2018 únicamente. Homogeneidad étnica/protestantismo no son identificación causal y no se deduce esencia nacional."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L219-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"219"	"219"	""	"En confianza interpersonal, supera a Colombia (5%), Brasil (7%) y Perú (5%) por amplio margen."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"no comparabilidad"	"Comparadores de país mezclan olas, escalas e índices; no se verifican orden ni cifras históricas con México2018 únicamente. Homogeneidad étnica/protestantismo no son identificación causal y no se deduce esencia nacional."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L219-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"219"	"219"	""	"En el Índice Latinoamericano de Desconfianza (LADI) de 2017, México (112.72) estaba por debajo de Paraguay (119.13), Brasil (116.56) y Perú (115.58)."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"no comparabilidad"	"Comparadores de país mezclan olas, escalas e índices; no se verifican orden ni cifras históricas con México2018 únicamente. Homogeneidad étnica/protestantismo no son identificación causal y no se deduce esencia nacional."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L219-S04"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"219"	"219"	""	"Uruguay (68.04) y Costa Rica (89.21) representan el otro extremo, demostrando que el contexto latinoamericano no determina mecánicamente baja confianza."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"no comparabilidad"	"Comparadores de país mezclan olas, escalas e índices; no se verifican orden ni cifras históricas con México2018 únicamente. Homogeneidad étnica/protestantismo no son identificación causal y no se deduce esencia nacional."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L221-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"221"	"221"	""	"Sin embargo, México comparte con toda América Latina un patrón estructural: **la confianza interpersonal promedio en LAC es del 12%** (Latinobarómetro), la más baja de cualquier región del mundo."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"no comparabilidad"	"Comparadores de país mezclan olas, escalas e índices; no se verifican orden ni cifras históricas con México2018 únicamente. Homogeneidad étnica/protestantismo no son identificación causal y no se deduce esencia nacional."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L221-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"221"	"221"	""	"La confianza en partidos políticos (19% LAC vs. 24% OCDE) y parlamentos (27% LAC vs. 37% OCDE) es consistentemente inferior."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"no comparabilidad"	"Comparadores de país mezclan olas, escalas e índices; no se verifican orden ni cifras históricas con México2018 únicamente. Homogeneidad étnica/protestantismo no son identificación causal y no se deduce esencia nacional."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L221-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"221"	"221"	""	"Pero un dato matiza esto: la confianza comunitaria (en vecinos, en la localidad) se mantiene estable o incluso crece cuando la confianza institucional cae, un patrón documentado entre 2009-2014 por UNDP."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"no comparabilidad"	"Comparadores de país mezclan olas, escalas e índices; no se verifican orden ni cifras históricas con México2018 únicamente. Homogeneidad étnica/protestantismo no son identificación causal y no se deduce esencia nacional."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L225-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"225"	"225"	""	"La distancia entre México y los países nórdicos es enorme: Dinamarca 74% de confianza interpersonal vs."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"no comparabilidad"	"Comparadores de país mezclan olas, escalas e índices; no se verifican orden ni cifras históricas con México2018 únicamente. Homogeneidad étnica/protestantismo no son identificación causal y no se deduce esencia nacional."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L225-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"225"	"225"	""	"México ~22%."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"no comparabilidad"	"Comparadores de país mezclan olas, escalas e índices; no se verifican orden ni cifras históricas con México2018 únicamente. Homogeneidad étnica/protestantismo no son identificación causal y no se deduce esencia nacional."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L225-S03"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"225"	"225"	""	"Pero Newton (2004) identificó que los países de alta confianza comparten: **homogeneidad étnica (históricamente), tradición protestante, buen gobierno, alta riqueza per cápita y baja desigualdad**."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"no comparabilidad"	"Comparadores de país mezclan olas, escalas e índices; no se verifican orden ni cifras históricas con México2018 únicamente. Homogeneidad étnica/protestantismo no son identificación causal y no se deduce esencia nacional."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L225-S04"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"225"	"225"	""	"México no cumple ninguno de estos criterios."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"no comparabilidad"	"Comparadores de país mezclan olas, escalas e índices; no se verifican orden ni cifras históricas con México2018 únicamente. Homogeneidad étnica/protestantismo no son identificación causal y no se deduce esencia nacional."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L225-S05"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"225"	"225"	""	"La implicación es que la baja confianza mexicana es predecible por sus condiciones estructurales, no por su ""cultura"" en abstracto."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"no comparabilidad"	"Comparadores de país mezclan olas, escalas e índices; no se verifican orden ni cifras históricas con México2018 únicamente. Homogeneidad étnica/protestantismo no son identificación causal y no se deduce esencia nacional."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L227-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"227"	"227"	""	"El modelo nórdico sugiere que **la confianza puede construirse institucionalmente**: Estados de bienestar universales extensos, baja corrupción y mínima desigualdad producen alta confianza."	"mecanismo"	"MATIZA"	""	"Instituciones y condiciones de vida son explicaciones defendibles, pero comparación nórdica observacional no demuestra efecto de cada política ni transportabilidad automática a México."	"[""CONF-OECDLAC25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L227-S02"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"227"	"227"	""	"Esto convierte la baja confianza mexicana en un problema político-estructural resoluble, no en una condena cultural permanente."	"mecanismo"	"MATIZA"	""	"Instituciones y condiciones de vida son explicaciones defendibles, pero comparación nórdica observacional no demuestra efecto de cada política ni transportabilidad automática a México."	"[""CONF-OECDLAC25""]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
"CONF-V1-L231-S01"	"v1"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"231"	"231"	""	"Italia es el comparador europeo más relevante para México."	"hecho descriptivo y componentes interpretativos acotados en argumento"	"SIN-CIFRA"	"no comparabilidad"	"Comparadores de país mezclan olas, escalas e índices; no se verifican orden ni cifras históricas con México2018 únicamente. Homogeneidad étnica/protestantismo no son identificación causal y no se deduce esencia nacional."	"[]"	"No hay adopción del juicio editorial; PROPUESTO-POR-EJECUTOR. Pisos citados adoptados por FP ac7b-01/02/04; fuentes externas publicadas."	"Corte inicial main 2c646cba93eebc9189a8135a5369bb45e8d29b89; literatura recuperada 26/sep/2026"	"Reescribir conservando solo descripción respaldada; límites y propuesta explícitos."	""
