serie_id	instrumento	dominio	conducta_texto	eje	segmento	unidad	dictamen	direccion	k	olas	delta_pp	pares_fuera	causa_sin_serie	calc	result
ENDIREH-INSTITUCION-01-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: institucion_01	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-01-NACIONAL-MX
ENDIREH-INSTITUCION-02-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: institucion_02	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-02-NACIONAL-MX
ENDIREH-INSTITUCION-03-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: institucion_03	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-03-NACIONAL-MX
ENDIREH-INSTITUCION-04-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: institucion_04	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-04-NACIONAL-MX
ENDIREH-INSTITUCION-05-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: institucion_05	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-05-NACIONAL-MX
ENDIREH-INSTITUCION-06-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: institucion_06	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-06-NACIONAL-MX
ENDIREH-INSTITUCION-07-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: institucion_07	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-07-NACIONAL-MX
ENDIREH-INSTITUCION-08-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: institucion_08	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-08-NACIONAL-MX
ENDIREH-INSTITUCION-09-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: institucion_09	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-09-NACIONAL-MX
ENDIREH-INSTITUCION-10-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: institucion_10	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-10-NACIONAL-MX
ENDIREH-INSTITUCION-BC-01-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ENDIREH PISOS :: institucion_bc_01	nacional	MX|VENTANA:desde_inicio_relacion	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-BC-01-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION
ENDIREH-INSTITUCION-BC-02-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ENDIREH PISOS :: institucion_bc_02	nacional	MX|VENTANA:desde_inicio_relacion	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-BC-02-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION
ENDIREH-INSTITUCION-BC-03-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ENDIREH PISOS :: institucion_bc_03	nacional	MX|VENTANA:desde_inicio_relacion	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-BC-03-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION
ENDIREH-INSTITUCION-BC-04-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ENDIREH PISOS :: institucion_bc_04	nacional	MX|VENTANA:desde_inicio_relacion	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-BC-04-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION
ENDIREH-INSTITUCION-BC-05-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ENDIREH PISOS :: institucion_bc_05	nacional	MX|VENTANA:desde_inicio_relacion	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-BC-05-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION
ENDIREH-INSTITUCION-BC-06-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ENDIREH PISOS :: institucion_bc_06	nacional	MX|VENTANA:desde_inicio_relacion	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-BC-06-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION
ENDIREH-INSTITUCION-BC-07-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ENDIREH PISOS :: institucion_bc_07	nacional	MX|VENTANA:desde_inicio_relacion	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-BC-07-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION
ENDIREH-INSTITUCION-BC-08-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ENDIREH PISOS :: institucion_bc_08	nacional	MX|VENTANA:desde_inicio_relacion	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-BC-08-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION
ENDIREH-INSTITUCION-BC-09-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ENDIREH PISOS :: institucion_bc_09	nacional	MX|VENTANA:desde_inicio_relacion	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-BC-09-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION
ENDIREH-INSTITUCION-BC-10-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION	ENDIREH	genero	ENDIREH PISOS :: institucion_bc_10	nacional	MX|VENTANA:desde_inicio_relacion	proporcion_0_1	SIN-SERIE	NINGUNA	1	2021		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-INSTITUCION-BC-10-NACIONAL-MX-VENTANA-DESDE-INICIO-RELACION
ENDIREH-LABORAL-ANUAL-EDAD-15-29	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	edad	15-29	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-EDAD-15-29
ENDIREH-LABORAL-ANUAL-EDAD-30-44	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	edad	30-44	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-EDAD-30-44
ENDIREH-LABORAL-ANUAL-EDAD-45-59	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	edad	45-59	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-EDAD-45-59
ENDIREH-LABORAL-ANUAL-EDAD-60	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	edad	60+	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-EDAD-60
ENDIREH-LABORAL-ANUAL-ENTIDAD-01	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	01	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-01
ENDIREH-LABORAL-ANUAL-ENTIDAD-02	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	02	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-02
ENDIREH-LABORAL-ANUAL-ENTIDAD-03	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	03	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-03
ENDIREH-LABORAL-ANUAL-ENTIDAD-04	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	04	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-04
ENDIREH-LABORAL-ANUAL-ENTIDAD-05	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	05	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-05
ENDIREH-LABORAL-ANUAL-ENTIDAD-06	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	06	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-06
ENDIREH-LABORAL-ANUAL-ENTIDAD-07	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	07	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-07
ENDIREH-LABORAL-ANUAL-ENTIDAD-08	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	08	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-08
ENDIREH-LABORAL-ANUAL-ENTIDAD-09	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	09	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-09
ENDIREH-LABORAL-ANUAL-ENTIDAD-10	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	10	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-10
ENDIREH-LABORAL-ANUAL-ENTIDAD-11	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	11	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-11
ENDIREH-LABORAL-ANUAL-ENTIDAD-12	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	12	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-12
ENDIREH-LABORAL-ANUAL-ENTIDAD-13	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	13	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-13
ENDIREH-LABORAL-ANUAL-ENTIDAD-14	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	14	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-14
ENDIREH-LABORAL-ANUAL-ENTIDAD-15	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	15	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-15
ENDIREH-LABORAL-ANUAL-ENTIDAD-16	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	16	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-16
ENDIREH-LABORAL-ANUAL-ENTIDAD-17	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	17	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-17
ENDIREH-LABORAL-ANUAL-ENTIDAD-18	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	18	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-18
ENDIREH-LABORAL-ANUAL-ENTIDAD-19	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	19	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-19
ENDIREH-LABORAL-ANUAL-ENTIDAD-20	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	20	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-20
ENDIREH-LABORAL-ANUAL-ENTIDAD-21	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	21	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-21
ENDIREH-LABORAL-ANUAL-ENTIDAD-22	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	22	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-22
ENDIREH-LABORAL-ANUAL-ENTIDAD-23	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	23	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-23
ENDIREH-LABORAL-ANUAL-ENTIDAD-24	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	24	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-24
ENDIREH-LABORAL-ANUAL-ENTIDAD-25	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	25	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-25
ENDIREH-LABORAL-ANUAL-ENTIDAD-26	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	26	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-26
ENDIREH-LABORAL-ANUAL-ENTIDAD-27	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	27	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-27
ENDIREH-LABORAL-ANUAL-ENTIDAD-28	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	28	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-28
ENDIREH-LABORAL-ANUAL-ENTIDAD-29	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	29	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-29
ENDIREH-LABORAL-ANUAL-ENTIDAD-30	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	30	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-30
ENDIREH-LABORAL-ANUAL-ENTIDAD-31	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	31	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-31
ENDIREH-LABORAL-ANUAL-ENTIDAD-32	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	entidad	32	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ENTIDAD-32
ENDIREH-LABORAL-ANUAL-ESCOLARIDAD-BASICA	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	escolaridad	basica	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ESCOLARIDAD-BASICA
ENDIREH-LABORAL-ANUAL-ESCOLARIDAD-MEDIA-SUPERIOR	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	escolaridad	media_superior	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ESCOLARIDAD-MEDIA-SUPERIOR
ENDIREH-LABORAL-ANUAL-ESCOLARIDAD-NINGUNO	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	escolaridad	ninguno	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ESCOLARIDAD-NINGUNO
ENDIREH-LABORAL-ANUAL-ESCOLARIDAD-SUPERIOR	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	escolaridad	superior	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-ESCOLARIDAD-SUPERIOR
ENDIREH-LABORAL-ANUAL-LOCALIDAD-R	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	localidad	R	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-LOCALIDAD-R
ENDIREH-LABORAL-ANUAL-LOCALIDAD-U	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	localidad	U	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-LOCALIDAD-U
ENDIREH-LABORAL-ANUAL-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: laboral_anual	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-LABORAL-ANUAL-NACIONAL-MX
