# data/l3-ensanut2024-catalogos-v1_0.tsv -- ACTO MAESTRA37-L3, P0(b), COMMIT-1.
# Censo de los catalogos de valores de ENSANUT 2024 en la raiz descargas_mx
# (data/raices.local.yaml). Se lee TODO el catalogo: no se eligen terminos.
# Fuente: los .Catlogo.xlsx de INEGI, hojas "Variables" (etiqueta de variable)
# y "Valores" (codigo -> etiqueta de respuesta). Extraido con openpyxl 3.1.5.
# adultos entra SOLO por catalogo: adultos_ensanut2024_w.stata.stata.zip esta
# AUSENTE-EN-RAIZ (verificado al arrancar el acto, 3/sep/2026).
# utilizadores utilizadores_ensanut2024_w.Catlogo.xlsx       variables=122 filas_valor=398 variables_sin_catalogo=81
# hogar        hogar_ensanut2024_w_ICB.Catlogo.xlsx          variables=204 filas_valor=550 variables_sin_catalogo=68
# integrantes  integrantes_ensanut2024_w_ICB.Catlogo.xlsx    variables=261 filas_valor=2353 variables_sin_catalogo=65
# adultos      adultos_ensanut2024_w.Catlogo.xlsx            variables=843 filas_valor=3332 variables_sin_catalogo=244
# menores      menores_ensanut2024_w.Catlogo.xlsx            variables=484 filas_valor=1546 variables_sin_catalogo=153
modulo	variable_id	etiqueta_variable	codigo	etiqueta_valor
integrantes	H0605MAL	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	10	Vacaciones o en entretenimiento como ir al cine, libros, museos, conciertos
integrantes	H0605MAL	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	11	OTRO (especifica)
integrantes	H0605MAL	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	12	NADA, puedo gastar en lo mismo que antes
integrantes	H0605MAL	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	99	No sabe/ No recuerda
integrantes	H0605MAM	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	1	Alimentación, más comida o mejor comida que antes no comprábamos
integrantes	H0605MAM	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	2	Atención médica, medicinas y tratamientos
integrantes	H0605MAM	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	3	Utensilios y gastos escolares, colegiaturas
integrantes	H0605MAM	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	4	Guarderías, alguien que me cuide a mis hijos
integrantes	H0605MAM	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	5	Mejoras en la casa (mantenimiento, construcción)
integrantes	H0605MAM	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	6	Herramientas de trabajo, cosas que necesito para trabajar o para mi negocio
integrantes	H0605MAM	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	7	No lo gasto y ahora puedo ahorrar
integrantes	H0605MAM	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	8	Pagar deudas
integrantes	H0605MAM	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	9	Ayudar a familiares
integrantes	H0605MAM	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	10	Vacaciones o en entretenimiento como ir al cine, libros, museos, conciertos
integrantes	H0605MAM	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	11	OTRO (especifica)
integrantes	H0605MAM	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	12	NADA, puedo gastar en lo mismo que antes
integrantes	H0605MAM	H0605MA  Con el dinero que recibe (NOMBRE) de este programa, ¿en qué pueden gastar usted y su familia que antes no podían?	99	No sabe/ No recuerda
integrantes	h0605mb	H0605MB ¿Hay algún aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	1	Sí
integrantes	h0605mb	H0605MB ¿Hay algún aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	2	No
integrantes	h0605mb	H0605MB ¿Hay algún aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	9	No sabe/No recuerda
integrantes	H0605MB1A	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	1	Menos estrés, ya no me preocupo tanto
integrantes	H0605MB1A	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	2	Mejoró la salud de la persona que recibe el apoyo
integrantes	H0605MB1A	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	3	Pudimos mejorar nuestra casa
integrantes	H0605MB1A	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	4	Pudimos pagar deudas
integrantes	H0605MB1A	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	5	Ya no tenemos que pedir prestado
integrantes	H0605MB1A	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	6	Pude invertir en mi negocio
integrantes	H0605MB1A	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	7	Podemos hacer cosas que antes no podíamos para divertirnos
integrantes	H0605MB1A	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	8	Podemos ahorrar para proyectos futuros en el hogar
integrantes	H0605MB1A	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	9	Podemos ahorrar para la educación de los hijos
integrantes	H0605MB1A	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	10	Mi calidad de vida mejoró
integrantes	H0605MB1A	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	11	OTRO (especifica)
integrantes	H0605MB1A	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	12	NADA, no creo que haya mejorado nada
integrantes	H0605MB1A	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	99	No sabe
integrantes	H0605MB1B	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	1	Menos estrés, ya no me preocupo tanto
integrantes	H0605MB1B	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	2	Mejoró la salud de la persona que recibe el apoyo
integrantes	H0605MB1B	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	3	Pudimos mejorar nuestra casa
integrantes	H0605MB1B	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	4	Pudimos pagar deudas
integrantes	H0605MB1B	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	5	Ya no tenemos que pedir prestado
integrantes	H0605MB1B	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	6	Pude invertir en mi negocio
integrantes	H0605MB1B	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	7	Podemos hacer cosas que antes no podíamos para divertirnos
integrantes	H0605MB1B	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	8	Podemos ahorrar para proyectos futuros en el hogar
integrantes	H0605MB1B	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	9	Podemos ahorrar para la educación de los hijos
integrantes	H0605MB1B	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	10	Mi calidad de vida mejoró
integrantes	H0605MB1B	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	11	OTRO (especifica)
integrantes	H0605MB1B	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	12	NADA, no creo que haya mejorado nada
integrantes	H0605MB1B	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	99	No sabe
integrantes	H0605MB1C	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	1	Menos estrés, ya no me preocupo tanto
integrantes	H0605MB1C	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	2	Mejoró la salud de la persona que recibe el apoyo
integrantes	H0605MB1C	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	3	Pudimos mejorar nuestra casa
integrantes	H0605MB1C	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	4	Pudimos pagar deudas
integrantes	H0605MB1C	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	5	Ya no tenemos que pedir prestado
integrantes	H0605MB1C	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	6	Pude invertir en mi negocio
integrantes	H0605MB1C	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	7	Podemos hacer cosas que antes no podíamos para divertirnos
integrantes	H0605MB1C	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	8	Podemos ahorrar para proyectos futuros en el hogar
integrantes	H0605MB1C	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	9	Podemos ahorrar para la educación de los hijos
integrantes	H0605MB1C	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	10	Mi calidad de vida mejoró
integrantes	H0605MB1C	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	11	OTRO (especifica)
integrantes	H0605MB1C	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	12	NADA, no creo que haya mejorado nada
integrantes	H0605MB1C	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	99	No sabe
integrantes	H0605MB1D	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	1	Menos estrés, ya no me preocupo tanto
integrantes	H0605MB1D	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	2	Mejoró la salud de la persona que recibe el apoyo
integrantes	H0605MB1D	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	3	Pudimos mejorar nuestra casa
integrantes	H0605MB1D	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	4	Pudimos pagar deudas
integrantes	H0605MB1D	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	5	Ya no tenemos que pedir prestado
integrantes	H0605MB1D	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	6	Pude invertir en mi negocio
integrantes	H0605MB1D	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	7	Podemos hacer cosas que antes no podíamos para divertirnos
integrantes	H0605MB1D	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	8	Podemos ahorrar para proyectos futuros en el hogar
integrantes	H0605MB1D	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	9	Podemos ahorrar para la educación de los hijos
integrantes	H0605MB1D	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	10	Mi calidad de vida mejoró
integrantes	H0605MB1D	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	11	OTRO (especifica)
integrantes	H0605MB1D	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	12	NADA, no creo que haya mejorado nada
integrantes	H0605MB1D	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	99	No sabe
integrantes	H0605MB1E1	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	1	Menos estrés, ya no me preocupo tanto
integrantes	H0605MB1E1	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	2	Mejoró la salud de la persona que recibe el apoyo
integrantes	H0605MB1E1	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	3	Pudimos mejorar nuestra casa
integrantes	H0605MB1E1	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	4	Pudimos pagar deudas
integrantes	H0605MB1E1	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	5	Ya no tenemos que pedir prestado
integrantes	H0605MB1E1	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	6	Pude invertir en mi negocio
integrantes	H0605MB1E1	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	7	Podemos hacer cosas que antes no podíamos para divertirnos
integrantes	H0605MB1E1	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	8	Podemos ahorrar para proyectos futuros en el hogar
integrantes	H0605MB1E1	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	9	Podemos ahorrar para la educación de los hijos
integrantes	H0605MB1E1	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	10	Mi calidad de vida mejoró
integrantes	H0605MB1E1	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	11	OTRO (especifica)
integrantes	H0605MB1E1	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	12	NADA, no creo que haya mejorado nada
integrantes	H0605MB1E1	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	99	No sabe
integrantes	H0605MB1F	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	1	Menos estrés, ya no me preocupo tanto
integrantes	H0605MB1F	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	2	Mejoró la salud de la persona que recibe el apoyo
integrantes	H0605MB1F	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	3	Pudimos mejorar nuestra casa
integrantes	H0605MB1F	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	4	Pudimos pagar deudas
integrantes	H0605MB1F	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	5	Ya no tenemos que pedir prestado
integrantes	H0605MB1F	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	6	Pude invertir en mi negocio
integrantes	H0605MB1F	H0605MB1 ¿Qué aspecto de la vida de (NOMBRE) y su familia que haya mejorado a raíz de que recibe este dinero?	7	Podemos hacer cosas que antes no podíamos para divertirnos
