ruta	sha256_recalculado	linea	tier_literal_en_linea	pasaje_candidato
corpus/reports/Psicología_de_la_Juventud_Mexicana_Contemporánea__Gen_Z_y_Millennials_Jóvenes_como_Cohorte_Divergente.md	96b842bba10353112c2e8b9be36351770bb7e97701d54f273c16d7e822a63261	9	NO-EXPLÍCITO	"- **Los grandes mitos —""nativos digitales"", ""generación de cristal"", ""los jóvenes ya no quieren trabajar"", ""los ninis son ociosos"" y ""la Gen Z rechaza la jerarquía""— no resisten los datos** y encubren desigualdad, una crisis de cuidados feminizada y una recalibración (no un rechazo) de la autoridad hacia la exigencia de que se justifique."
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	26	NO-EXPLÍCITO	"1. **La calidad supera al precio por un factor de 2:1** como criterio de compra en todos los niveles socioeconómicos (Roland Berger 2024). La narrativa de que ""el mexicano solo busca lo barato"" es empíricamente falsa."
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	27	NO-EXPLÍCITO	2. **Solo el 4% de los consumidores cambia a marcas más baratas** en tiempos de crisis; el 25% prefiere comprar menos cantidad antes que cambiar de marca (McKinsey 2012). Cuando *sí* cambian, el 90-100% queda satisfecho con la alternativa — sugiriendo que la lealtad de marca es en parte inercia y aversión al riesgo, no vínculo emocional genuino.
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	28	NO-EXPLÍCITO	"3. **El 57% de los consumidores mexicanos son ""aspiracionales""** — entre los porcentajes más altos del mundo (GWI). La desigualdad económica (Gini de 0.45-0.46) intensifica el consumo de estatus como mecanismo compensatorio psicológico."
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	29	NO-EXPLÍCITO	4. **El efectivo sigue dominando**: 82% de los ciudadanos lo prefieren (PCMI); el 85.2% lo usa para compras bajo 500 pesos (ENIF 2025). Solo 10-15% de los adultos tiene tarjeta de crédito.
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	30	NO-EXPLÍCITO	5. **La confianza se construye por proximidad relacional**, no por comunicación corporativa. En una sociedad donde solo 12% confía en desconocidos, las recomendaciones familiares y de amigos son el principal motor de decisión de compra.
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	31	NO-EXPLÍCITO	6. **El 66% ha comprado basándose en recomendaciones de influencers** (IZEA 2024). El 79% de Gen Z y Millennials compran por recomendación de creadores de contenido.
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	32	NO-EXPLÍCITO	7. **El e-commerce alcanzó MXN $941 mil millones en 2025** (17.7% del retail), con un CAGR de 21.7% en cinco años (AMVO 2025). Pero el 90% aún prefiere comprar en tiendas físicas.
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	33	NO-EXPLÍCITO	"8. **OXXO es infraestructura**, no solo retail: sus 22,000+ tiendas procesan el 50% de todos los pagos en efectivo del e-commerce. Este modelo de ""efectivo conectado"" no tiene equivalente en ningún otro país."
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	34	NO-EXPLÍCITO	9. **Las marcas privadas representan solo el 5% del retail** — versus 43% en Reino Unido, 31% en España, 17% en EE.UU. Esto refleja una psicología de consumo profundamente conservadora y dependiente de marcas conocidas.
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	35	NO-EXPLÍCITO	10. **WhatsApp tiene penetración de 92.2%** y el 75% de los consumidores que contactan un negocio por WhatsApp terminan comprando. Es el canal comercial más subestimado.
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	36	NO-EXPLÍCITO	"11. **La Gen Z mexicana (30M+ personas) influye en el 91% de las decisiones del hogar** (Google México) y combina búsqueda de estatus con conciencia de precio — no es una generación puramente ""disruptiva""."
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	37	NO-EXPLÍCITO	12. **Los meses sin intereses (MSI) no son un diferenciador, son requisito mínimo** para productos arriba de $1,200 MXN. Alrededor del 20% de los saldos de tarjeta de crédito son MSI.
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	38	NO-EXPLÍCITO	13. **La brecha regional es extrema**: la Ciudad de México gasta 2.5 veces más que Chiapas; los estados del norte tienen mayor adopción digital y exposición a marcas estadounidenses.
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	39	NO-EXPLÍCITO	14. **El mercado BNPL (Compra Ahora, Paga Después) crece al 24.9% CAGR**, alcanzando $4.56 mil millones USD en 2024, llenando el vacío de crédito formal.
corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	b49daaca43463014dbd9091819bc84dad6357b9e4ecf6b310e8956e6d7a6a69f	40	NO-EXPLÍCITO	15. **El 49% desconfía de la autenticidad de las promociones** (AMVO, Buen Fin 2024) — los consumidores se están sofisticando y detectan precios inflados antes de descuentos.
corpus/reports/Psicología_del_Trabajo_en_México__Un_Mapa_Basado_en_Evidencia.md	e869c5110dc919af20ecf5914c94d2bd61b8ed2a0070dfce3f30114a7a16b613	3	NO-EXPLÍCITO	"**Mexico's 60 million workers operate under a psychological contract unlike any other in the OECD: they log the most hours of any industrialized nation (2,207/year), earn the lowest wages ($16,298/year average), and over half work without a formal contract — yet they report engagement levels tied for the highest in the world.** This paradox — extreme structural precarity coexisting with deep relational commitment — is the central finding of this investigation. Understanding it requires rejecting both the romanticized ""hardworking Mexican"" narrative and the deficit-based ""lazy culture"" stereotype, and instead examining how hierarchy, confianza, family obligation, institutional distrust, and improvisation interact to produce observable workplace behavior."
corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md	6dc7d7a863f3981841b5af3653e748bba2c690bdb6c87c5fa8cee64d09716c9e	19	MEDIO	8. **[MEDIO]** La emigración masculina produce hogares de jefatura femenina de facto; el efecto sobre las mujeres es ambivalente (sobrecarga + posibilidad de autonomía/empoderamiento), no unívoco.
corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md	6dc7d7a863f3981841b5af3653e748bba2c690bdb6c87c5fa8cee64d09716c9e	20	MEDIO	"9. **[MEDIO]** Los niños que se quedan muestran mayor sintomatología depresiva y ""duelo ambiguo"", pero el efecto depende de la calidad del cuidado sustituto, la comunicación y las remesas; no es un traumatismo automático."
corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	e317fefe6af96990a324a363c33255b62f5376e09ec66f7371d1dd4e31c63df7	9	NO-EXPLÍCITO	1. **[SÓLIDO / MÁS ÚTIL] Machismo y caballerismo son dos dimensiones independientes, no un continuo** (Arciniega et al., 2008). El machismo tradicional (dominancia, hipermasculinidad, supresión emocional) se asocia a agresión, conducta antisocial, alexitimia y menor escolaridad; el caballerismo (responsabilidad, honor, conexión emocional) se asocia a afiliación, identidad étnica y afrontamiento por resolución de problemas. Confundirlos es el error conceptual más común.
corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	e317fefe6af96990a324a363c33255b62f5376e09ec66f7371d1dd4e31c63df7	11	NO-EXPLÍCITO	"2. **[SÓLIDO, CON MATIZ IMPORTANTE — MÁS MALINTERPRETADO] El machismo tradicional daña al propio hombre, pero de forma más específica de lo que suele decirse.** En el estudio HCHS/SOL (Nuñez et al., 2016; N=4,426), el machismo tradicional se asoció significativamente a **más ansiedad (β=.12, p<.05) y más hostilidad cínica (β=.21, p<.01)**; su asociación con depresión (β=.08) y con ira (β=.01) fue positiva pero **no significativa**. El caballerismo **no resultó protector** en ese estudio: fue no significativo para depresión/ansiedad/hostilidad y se asoció positivamente a más ira (β=.18, p<.05) y a más reacción de ira (β=.14, p<.01). Debe citarse con precisión, no como ""el machismo causa todo el malestar""."
corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	e317fefe6af96990a324a363c33255b62f5376e09ec66f7371d1dd4e31c63df7	13	NO-EXPLÍCITO	"3. **[SÓLIDO] El marianismo y, en particular, el autosilenciamiento predicen malestar psicológico** (Castillo et al., 2010). La escala tiene cinco pilares (familia, virtud/castidad, subordinación, autosilenciamiento, espiritualidad); las dimensiones de subordinación y autosilenciamiento se asocian a mayor malestar, moderan la relación entre violencia de pareja y distrés, y funcionan como barrera de búsqueda de ayuda. Es multidimensional: la dimensión ""virtuosa y casta"" fue protectora frente a depresión y ansiedad, mientras el ""pilar familiar"" y el ""espiritual"" se asociaron a más malestar (Nuñez et al., 2016)."
corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	e317fefe6af96990a324a363c33255b62f5376e09ec66f7371d1dd4e31c63df7	15	NO-EXPLÍCITO	4. **[SÓLIDO] Patrón demanda-retirada en parejas mexicanas** (Wheeler et al., 2010; N=227 parejas de origen mexicano): la mujer tiende a usar comunicación de control/demanda y el hombre a retirarse/evitar; el patrón se asocia a peor calidad marital. La aculturación cambia el patrón: cónyuges más aculturados confrontan más y se retiran menos.
corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	e317fefe6af96990a324a363c33255b62f5376e09ec66f7371d1dd4e31c63df7	17	NO-EXPLÍCITO	"5. **[SÓLIDO] La violencia letal es masiva pero descendió en el registro oficial reciente.** El SESNSP reporta una caída del 27.2% del promedio diario de muertes violentas de mujeres (feminicidio + homicidio doloso): de 10.54 víctimas diarias en 2019 a 7.67 en 2025. Los feminicidios tipificados bajaron de 1,021 en 2021 (único año que superó los mil) a 721 en 2025 (–16% frente a 853 en 2024). El histórico ""10 mujeres asesinadas al día"" corresponde a la suma feminicidio+homicidio doloso de años previos; hoy el dato debe actualizarse y matizarse."
corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	e317fefe6af96990a324a363c33255b62f5376e09ec66f7371d1dd4e31c63df7	19	NO-EXPLÍCITO	"6. **[SÓLIDO — impunidad como driver estructural] La impunidad es masiva.** Distintas fuentes ubican la impunidad en feminicidio entre ~70% y >90% según metodología; MCCI documentó que de miles de feminicidios de la última década, menos del 25% terminó en sentencia condenatoria, y que muchas absoluciones se deben a fallas del debido proceso, no a inocencia. Causa en Común documentó además que solo el 24% de los asesinatos de mujeres se investiga como feminicidio (""ocho de cada diez asesinatos de mujeres no son investigados como feminicidios""). La violencia es estructura + guion, no cultura."
corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	e317fefe6af96990a324a363c33255b62f5376e09ec66f7371d1dd4e31c63df7	21	NO-EXPLÍCITO	"7. **[SÓLIDO] La participación laboral femenina es baja y estancada estructuralmente:** 46% de las mujeres vs. 77% de los hombres, con alza de apenas 41% a 46% entre 2005 y 2025 (IMCO, Monitor Mujeres en la Economía, con datos de la ENOE/INEGI), una de las más bajas de la OCDE. Las mujeres realizan el 73% del trabajo de hogar y cuidados; el trabajo no remunerado equivale al 23.9% del PIB (8 billones de pesos), del cual las mujeres aportan 72.6%, y sube a 26.3% al incluir cuidados emocionales (INEGI, Cuenta Satélite del Trabajo No Remunerado de los Hogares 2024). La informalidad afecta al 55% de las mujeres frente al 49% de los hombres, y la brecha salarial es de 14% (""por cada 100 pesos que gana un hombre, una mujer percibe en promedio 86 pesos""). La barrera principal no es actitudinal sino estructural (matrimonio, maternidad, ausencia de cuidados)."
corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	e317fefe6af96990a324a363c33255b62f5376e09ec66f7371d1dd4e31c63df7	23	NO-EXPLÍCITO	8. **[SÓLIDO / institucional] Cambio institucional acelerado:** paridad de género constitucional; Congreso cercano a la paridad (~50%); Claudia Sheinbaum, primera presidenta (1 oct 2024), electa con 59.76% de los votos (35.9 millones de votos; ventaja de 32.3 puntos sobre Xóchitl Gálvez, según cómputos del INE cerrados el 6 de junio de 2024). Es cambio real de reglas, pero no equivale automáticamente a cambio conductual en hogares, empresas y calles.
corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	e317fefe6af96990a324a363c33255b62f5376e09ec66f7371d1dd4e31c63df7	25	NO-EXPLÍCITO	"9. **[SÓLIDO] La ""marea verde"" avanzó jurídicamente:** tras las sentencias de la SCJN (2021, 2023), 24 estados habían despenalizado el aborto para el 8M de 2025. Persisten resistencias prácticas y de acceso real."
corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	e317fefe6af96990a324a363c33255b62f5376e09ec66f7371d1dd4e31c63df7	27	MEDIO	10. **[MEDIO] Existe un movimiento feminista generacional (8M/9M), fuertemente juvenil y digital,** que cambió el marco público desde ~2014-2020; su fuerza es mayor en Gen Z y millennials urbanas, universitarias y conectadas. No es homogéneo: coexisten feminismo institucional, colectivas radicales, madres buscadoras y agendas indígenas/populares.
corpus/reports/Reconfiguración_de_los_Guiones_de_Género_en_México__Masculinidades__Feminidades_y_Violencia_a_través_de_Clase__Generación_y_Región.md	e317fefe6af96990a324a363c33255b62f5376e09ec66f7371d1dd4e31c63df7	29	MEDIO	"11. **[MEDIO] ""Nuevas masculinidades"" y paternidad activa son reales pero minoritarias y clasistas.** El cambio generacional en participación masculina en cuidados está documentado (ENUT), pero concentrado en hombres jóvenes, urbanos, escolarizados y con pareja económicamente activa; el trabajo doméstico ""pesado"" sigue muy feminizado."
