fila_origen	fuente_canonica	fuente_canonica_normalizada	discordancia_alias	estado_A4A5	prioridad	url_conocida	ids_manifiesto	origen	nota
CORPUS-COMPLETO-1:MORTALIDAD_1990	MORTALIDAD_1990	MORTALIDAD_1990	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/mortalidad/microdatos/fetales/datos/defunciones_fetales_base_datos_1990_1994_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MORTALIDAD ola 1990)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MORTALIDAD_1995	MORTALIDAD_1995	MORTALIDAD_1995	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/mortalidad/microdatos/fetales/datos/defunciones_fetales_base_datos_1995_1999_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MORTALIDAD ola 1995)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MORTALIDAD_2000	MORTALIDAD_2000	MORTALIDAD_2000	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/mortalidad/microdatos/fetales/datos/defunciones_fetales_base_datos_2000_2004_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MORTALIDAD ola 2000)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MORTALIDAD_2005	MORTALIDAD_2005	MORTALIDAD_2005	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/mortalidad/microdatos/fetales/datos/defunciones_fetales_base_datos_2005_2009_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MORTALIDAD ola 2005)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MORTALIDAD_2010	MORTALIDAD_2010	MORTALIDAD_2010	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/mortalidad/microdatos/defunciones/datos/defunciones_generales_base_datos_2010_2014_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MORTALIDAD ola 2010)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MORTALIDAD_2015	MORTALIDAD_2015	MORTALIDAD_2015	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/mortalidad/microdatos/fetales/datos/defunciones_fetales_base_datos_2015_2019_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MORTALIDAD ola 2015)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MORTALIDAD_2020	MORTALIDAD_2020	MORTALIDAD_2020	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/mortalidad/microdatos/fetales/2020/fetales_base_de_datos_2020_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MORTALIDAD ola 2020)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MORTALIDAD_2021	MORTALIDAD_2021	MORTALIDAD_2021	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/mortalidad/microdatos/fetales/2021/fetales_base_de_datos_2021_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MORTALIDAD ola 2021)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MORTALIDAD_2022	MORTALIDAD_2022	MORTALIDAD_2022	SIN_ALIAS	PENDIENTE	5	https://www.inegi.org.mx/contenidos/programas/mortalidad/microdatos/fetales/2022/fetales_base_de_datos_2022_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MORTALIDAD ola 2022)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola RESERVADA (E.6: ola más reciente de programa con historia; bajar y hashear no es abrir); licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MOTRAL_2012	MOTRAL_2012	MOTRAL_2012	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/motral/2012/doc/motral2012_descripcion_archivos.pdf		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MOTRAL ola 2012)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MTI_2007	MTI_2007	MTI_2007	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mti/2007/microdatos/mti2007_bases_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MTI ola 2007)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 3 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MTI_2009	MTI_2009	MTI_2009	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mti/2009/microdatos/mti2009_bases_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MTI ola 2009)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 3 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MTI_2011	MTI_2011	MTI_2011	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mti/2011/microdatos/mti2011_bases_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MTI ola 2011)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 3 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MTI_2013	MTI_2013	MTI_2013	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mti/2013/microdatos/mti13_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MTI ola 2013)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MTI_2015	MTI_2015	MTI_2015	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mti/2015/microdatos/mti15_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MTI ola 2015)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MTI_2017	MTI_2017	MTI_2017	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/mti/2017/microdatos/mti17_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MTI ola 2017)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MUSEOS_2016	MUSEOS_2016	MUSEOS_2016	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/museos/microdatos/museos_base_datos_2016_2020_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MUSEOS ola 2016)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MUSEOS_2021	MUSEOS_2021	MUSEOS_2021	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/museos/microdatos/bd_museos_2021_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MUSEOS ola 2021)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MUSEOS_2022	MUSEOS_2022	MUSEOS_2022	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/museos/microdatos/bd_museos_2022_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MUSEOS ola 2022)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MUSEOS_2023	MUSEOS_2023	MUSEOS_2023	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/museos/microdatos/bd_museos_2023_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MUSEOS ola 2023)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MUSEOS_2024	MUSEOS_2024	MUSEOS_2024	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/museos/microdatos/bd_museos_2024_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MUSEOS ola 2024)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:MUSEOS_2025	MUSEOS_2025	MUSEOS_2025	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/museos/microdatos/bd_museos_2025_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI MUSEOS ola 2025)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1985	NATALIDAD_1985	NATALIDAD_1985	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1985/natalidad_base_datos_1985_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1985)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1986	NATALIDAD_1986	NATALIDAD_1986	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1986/natalidad_base_datos_1986_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1986)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1987	NATALIDAD_1987	NATALIDAD_1987	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1987/natalidad_base_datos_1987_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1987)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1988	NATALIDAD_1988	NATALIDAD_1988	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1988/natalidad_base_datos_1988_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1988)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1989	NATALIDAD_1989	NATALIDAD_1989	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1989/natalidad_base_datos_1989_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1989)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1990	NATALIDAD_1990	NATALIDAD_1990	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1990/natalidad_base_datos_1990_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1990)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1991	NATALIDAD_1991	NATALIDAD_1991	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1991/natalidad_base_datos_1991_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1991)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1992	NATALIDAD_1992	NATALIDAD_1992	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1992/natalidad_base_datos_1992_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1992)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1993	NATALIDAD_1993	NATALIDAD_1993	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1993/natalidad_base_datos_1993_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1993)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1994	NATALIDAD_1994	NATALIDAD_1994	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1994/natalidad_base_datos_1994_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1994)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1995	NATALIDAD_1995	NATALIDAD_1995	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1995/natalidad_base_datos_1995_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1995)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1996	NATALIDAD_1996	NATALIDAD_1996	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1996/natalidad_base_datos_1996_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1996)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1997	NATALIDAD_1997	NATALIDAD_1997	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1997/natalidad_base_datos_1997_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1997)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1998	NATALIDAD_1998	NATALIDAD_1998	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1998/natalidad_base_datos_1998_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1998)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_1999	NATALIDAD_1999	NATALIDAD_1999	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/1999/natalidad_base_datos_1999_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 1999)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_2000	NATALIDAD_2000	NATALIDAD_2000	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/2000/natalidad_base_datos_2000_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 2000)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_2001	NATALIDAD_2001	NATALIDAD_2001	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/2001/natalidad_base_datos_2001_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 2001)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_2002	NATALIDAD_2002	NATALIDAD_2002	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/2002/natalidad_base_datos_2002_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 2002)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_2003	NATALIDAD_2003	NATALIDAD_2003	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/2003/natalidad_base_datos_2003_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 2003)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_2004	NATALIDAD_2004	NATALIDAD_2004	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/2004/natalidad_base_datos_2004_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 2004)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_2005	NATALIDAD_2005	NATALIDAD_2005	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/2005/natalidad_base_datos_2005_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 2005)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_2006	NATALIDAD_2006	NATALIDAD_2006	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/2006/natalidad_base_datos_2006_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 2006)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_2007	NATALIDAD_2007	NATALIDAD_2007	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/2007/natalidad_base_datos_2007_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 2007)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_2008	NATALIDAD_2008	NATALIDAD_2008	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/2008/natalidad_base_datos_2008_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 2008)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:NATALIDAD_2009	NATALIDAD_2009	NATALIDAD_2009	SIN_ALIAS	PENDIENTE	1	https://www.inegi.org.mx/contenidos/programas/natalidad/microdatos/2009/natalidad_base_datos_2009_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI NATALIDAD ola 2009)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
